fast,slow,atr_sl_mult,atr_tp_mult,sharpe_nocost,sharpe_costs,sharpe_delta,rank_nocost,rank_costs,rank_delta,total_return_nocost,total_return_costs,cagr_nocost,cagr_costs,max_drawdown_nocost,max_drawdown_costs,trades_nocost,trades_costs
5,21,0.9,1.6,-0.0177708531276059,-4.418421528723027,-4.400650675595421,104.0,118.0,14.0,-7.574642857177682e-05,-0.016347180559901,-7.574642857177682e-05,-0.016347180559901,-0.0045140671306661,-0.0173968222797958,58,58
5,21,0.9,1.8,-0.6565779024917306,-4.580243432760131,-3.9236655302684005,113.0,120.0,7.0,-0.0025128499999995,-0.0187830657257702,-0.0025128499999995,-0.0187830657257702,-0.0080134297035306,-0.0201585466168018,58,58
5,21,0.9,2.0,-0.608558102275949,-4.281675155063611,-3.6731170527876618,112.0,116.0,4.0,-0.002472792857143,-0.0187430286090808,-0.002472792857143,-0.0187430286090808,-0.0085305120849934,-0.0204467974513861,58,58
5,21,1.0,1.6,1.0351577371595135,-3.308682628741682,-4.343840365901196,64.0,103.0,39.0,0.0036564999999999,-0.0126168000306092,0.0036564999999999,-0.0126168000306092,-0.0044214183842385,-0.0162026264103132,58,58
5,21,1.0,1.8,0.3470117826281471,-3.423275799022032,-3.770287581650179,95.0,105.0,10.0,0.0014025928571428,-0.0148695803551297,0.0014025928571428,-0.0148695803551297,-0.0080909053224315,-0.0189767023315952,58,58
5,21,1.0,2.0,0.4181943509190818,-3.141065200492632,-3.559259551411714,91.0,102.0,11.0,0.0017869642857142,-0.01448540108921,0.0017869642857142,-0.01448540108921,-0.007761523756618,-0.0191232369914605,58,58
5,34,0.9,1.6,-0.2320931816129514,-3.5325961034983067,-3.3005029218853554,107.0,107.0,0.0,-0.0008267714285715,-0.0131802555924633,-0.0008267714285715,-0.0131802555924633,-0.0076685637225639,-0.0148716080244908,44,44
5,34,0.9,1.8,0.19022050114958,-3.005985705704091,-3.196206206853671,100.0,99.0,-1.0,0.0006692785714286,-0.0116849535277002,0.0006692785714286,-0.0116849535277002,-0.0076584196751032,-0.014042370347339,44,44
5,34,0.9,2.0,0.5687253618702857,-2.445835039419483,-3.014560401289769,86.0,92.0,6.0,0.0021653285714282,-0.0101896514629371,0.0021653285714282,-0.0101896514629371,-0.0076483024294699,-0.013242026338192,44,44
5,34,1.0,1.6,-1.451761101773547,-4.501326039791071,-3.0495649380175234,120.0,119.0,-1.0,-0.0048705500000002,-0.0166601780172329,-0.0048705500000002,-0.0166601780172329,-0.0085472270724055,-0.0180309287354534,42,42
5,34,1.0,1.8,-1.0923157669522814,-4.101257926073581,-3.0089421591212995,119.0,113.0,-6.0,-0.0037102214285711,-0.0155004295404702,-0.0037102214285711,-0.0155004295404702,-0.0085387398880649,-0.0171501999537067,42,42
5,34,1.0,2.0,-0.6967064081490835,-3.577324034895596,-2.8806176267465124,115.0,108.0,-7.0,-0.0025498928571431,-0.0143406810637073,-0.0025498928571431,-0.0143406810637073,-0.0085302695421312,-0.0163531422211679,42,42
5,55,0.9,1.6,1.9437016381693388,-1.2918641517370812,-3.23556578990642,13.0,48.0,35.0,0.0063288214285712,-0.0043482861024138,0.0063288214285712,-0.0043482861024138,-0.0063928104794692,-0.0102658916538712,38,38
5,55,0.9,1.8,1.7100645974968087,-1.2512175711254676,-2.9612821686222763,26.0,45.0,19.0,0.0060631071428569,-0.0046138675469273,0.0060631071428569,-0.0046138675469273,-0.0080001278447326,-0.0121985172536939,38,38
5,55,0.9,2.0,1.3360407994523438,-1.3941690086902572,-2.730209808142601,46.0,51.0,5.0,0.0050593571428569,-0.0056171157321526,0.0050593571428569,-0.0056171157321526,-0.0080080535682929,-0.0122106742452754,38,38
5,55,1.0,1.6,1.6314918637196876,-1.550583362874384,-3.1820752265940717,28.0,58.0,30.0,0.0053809571428571,-0.0052956765128567,0.0053809571428571,-0.0052956765128567,-0.0069851910394244,-0.0109660843796322,38,38
5,55,1.0,1.8,1.4030640463498838,-1.5078246063587877,-2.9108886527086715,40.0,57.0,17.0,0.0050366071428571,-0.0056398543585173,0.0050366071428571,-0.0056398543585173,-0.0087720129398798,-0.0129760167889432,38,38
5,55,1.0,2.0,1.0541133108690257,-1.6293473134677616,-2.6834606243367873,63.0,65.0,2.0,0.0040328571428571,-0.006643102543742,0.0040328571428571,-0.006643102543742,-0.0087807054787966,-0.0129889517904582,38,38
5,89,0.9,1.6,0.5499431675867082,-2.126392452527489,-2.6763356201141972,88.0,83.0,-5.0,0.0016735892857142,-0.0067491134085125,0.0016735892857142,-0.0067491134085125,-0.0040392793058482,-0.0093081920529863,30,30
5,89,0.9,1.8,0.8956387120143079,-1.642958513679933,-2.538597225694241,71.0,66.0,-5.0,0.0029152107142857,-0.0055081127161583,0.0029152107142857,-0.0055081127161583,-0.0040361875994382,-0.0089778600007834,30,30
5,89,0.9,2.0,1.2439833851961226,-1.2158324882912128,-2.4598158734873357,51.0,42.0,-9.0,0.0041568321428571,-0.0042671120238035,0.0041568321428571,-0.0042671120238035,-0.004033100622257,-0.0086480343972489,30,30
5,89,1.0,1.6,1.9778682732301165,-0.3570995775994918,-2.3349678508296083,11.0,15.0,4.0,0.0071023000000001,-0.0013231167238616,0.0071023000000001,-0.0013231167238616,-0.0039508219827876,-0.006406048320684,30,30
5,89,1.0,1.8,2.270056275395933,0.107194106362047,-2.162862169033886,4.0,8.0,4.0,0.008824757142857,0.0003984792937714,0.008824757142857,0.0003984792937714,-0.0039469978122864,-0.0059411736210345,30,30
5,89,1.0,2.0,2.668473059712218,0.5310130738402793,-2.1374599858719385,1.0,4.0,3.0,0.0105472142857145,0.002120075311405,0.0105472142857145,0.002120075311405,-0.0039431810377846,-0.0059354153566311,30,30
7,21,0.9,1.6,-0.7835659606472672,-4.406888744467935,-3.6233227838206674,117.0,117.0,0.0,-0.0024963392857142,-0.0153953877658508,-0.0024963392857142,-0.0153953877658508,-0.0057844621739594,-0.0161136802978635,46,46
7,21,0.9,1.8,-0.3496602409024943,-3.9243497440589175,-3.574689503156423,109.0,110.0,1.0,-0.0011723464285712,-0.0140720568256971,-0.0011723464285712,-0.0140720568256971,-0.005448042508878,-0.0151215531630823,46,46
7,21,0.9,2.0,0.0488814677576068,-3.406218267535601,-3.455099735293208,103.0,104.0,1.0,0.0001516464285715,-0.0127487258855427,0.0001516464285715,-0.0127487258855427,-0.0051720988033051,-0.0141801252886941,46,46
7,21,1.0,1.6,0.5378644024211479,-2.945530472745856,-3.483394875167004,89.0,98.0,9.0,0.0018658642857141,-0.0110353650344761,0.0018658642857141,-0.0110353650344761,-0.004426878570069,-0.0142948102227681,46,46
7,21,1.0,1.8,0.9689836579384712,-2.3310150692288936,-3.299998727167365,68.0,90.0,22.0,0.003632378571428,-0.0092697338999145,0.003632378571428,-0.0092697338999145,-0.0044216091994905,-0.0130678438413366,46,46
7,21,1.0,2.0,1.3859358470117762,-1.818664930885168,-3.2046007778969443,41.0,72.0,31.0,0.0053988928571431,-0.0075041027653518,0.0053988928571431,-0.0075041027653518,-0.0044163523583974,-0.011842200911343,46,46
7,34,0.9,1.6,0.5605506338886898,-2.565811322606653,-3.1263619564953427,87.0,96.0,9.0,0.0017903214285714,-0.0088775186247234,0.0017903214285714,-0.0088775186247234,-0.0064594916331439,-0.0108087434139347,38,38
7,34,0.9,1.8,0.9789915782737524,-2.0730010430325114,-3.0519926213062636,67.0,82.0,15.0,0.0032714357142862,-0.0073971448072844,0.0032714357142862,-0.0073971448072844,-0.006451054363202,-0.0106597779141506,38,38
7,34,0.9,2.0,1.3484382140902278,-1.564267285549932,-2.91270549964016,44.0,60.0,16.0,0.0047525499999998,-0.0059167709898461,0.0047525499999998,-0.0059167709898461,-0.0064426391057232,-0.0106458012901867,38,38
7,34,1.0,1.6,0.9514070008864484,-2.055539334979661,-3.0069463358661093,69.0,81.0,12.0,0.0032211642857138,-0.0074473911031583,0.0032211642857138,-0.0074473911031583,-0.0071615122885835,-0.0116302028141704,38,38
7,34,1.0,1.8,1.3365781491643314,-1.50456233501428,-2.841140484178611,45.0,56.0,11.0,0.0048983142857144,-0.0057710795775289,0.0048983142857144,-0.0057710795775289,-0.0071507919445743,-0.0113530332959873,38,38
7,34,1.0,2.0,1.7150432233336332,-1.0051072765749125,-2.720150499908546,25.0,29.0,4.0,0.0065754642857143,-0.0040947680519004,0.0065754642857143,-0.0040947680519004,-0.0071401036479852,-0.0113359772650961,38,38
7,55,0.9,1.6,1.4136092046597846,-1.6600839240981906,-3.0736931287579754,39.0,67.0,28.0,0.0045501178571429,-0.0055628829287778,0.0045501178571429,-0.0055628829287778,-0.0054281620934867,-0.0088587449018956,36,36
7,55,0.9,1.8,1.1329898683214137,-1.611614913727668,-2.7446047820490818,56.0,64.0,8.0,0.0040622464285715,-0.0060505104509077,0.0040622464285715,-0.0060505104509077,-0.00714813265313,-0.0108012390342371,36,36
7,55,0.9,2.0,0.7192029169578108,-1.8905201596907573,-2.609723076648568,77.0,75.0,-2.0,0.0026578392857143,-0.0074542154744579,0.0026578392857143,-0.0074542154744579,-0.0071580732620456,-0.0108163494290451,36,36
7,55,1.0,1.6,1.8111527214208727,-1.1249054548248842,-2.9360581762457567,19.0,39.0,20.0,0.006150557142857,-0.0039632437666796,0.006150557142857,-0.0039632437666796,-0.0060127792782107,-0.0094394519455839,36,36
7,55,1.0,1.8,1.4865210615086182,-1.0776903711807693,-2.5642114326893877,33.0,37.0,4.0,0.0057800857142855,-0.0043335299817656,0.0057800857142855,-0.0043335299817656,-0.0078043624185335,-0.0114526657063996,36,36
7,55,1.0,2.0,1.1437472875072945,-1.3105745614577426,-2.454321848965037,55.0,49.0,-6.0,0.0045717142857142,-0.0055412972971249,0.0045717142857142,-0.0055412972971249,-0.0078136767173712,-0.0114664154478795,36,36
7,89,0.9,1.6,1.1508610350424824,-1.162343679046489,-2.3132047140889713,54.0,41.0,-13.0,0.0036001821428568,-0.0037266382322029,0.0036001821428568,-0.0037266382322029,-0.0042918362463885,-0.0091755158330794,26,26
7,89,0.9,1.8,1.4727898922786535,-0.7314970616945824,-2.204286953973236,34.0,22.0,-12.0,0.0048455749999996,-0.0024818679967651,0.0048455749999996,-0.0024818679967651,-0.0042885559092502,-0.0087936482721567,26,26
7,89,0.9,2.0,1.7471367050230435,-0.3348003251082592,-2.0819370301313027,22.0,14.0,-8.0,0.0060909678571428,-0.0012370977613271,0.0060909678571428,-0.0012370977613271,-0.0042852805827381,-0.0085906353704413,26,26
7,89,1.0,1.6,1.822098485922268,-0.2399479465762587,-2.062046432498527,17.0,13.0,-4.0,0.006448071428571,-0.0008801727202585,0.006448071428571,-0.0008801727202585,-0.004174512172086,-0.0067834738243569,26,26
7,89,1.0,1.8,2.173696702172955,0.1759196180280517,-1.9977770841449032,6.0,7.0,1.0,0.0079643571428567,0.0006353549421476,0.0079643571428567,0.0006353549421476,-0.0041713215081078,-0.0067290961003479,26,26
7,89,1.0,2.0,2.475261220875093,0.5499729271528395,-1.9252882937222535,3.0,3.0,0.0,0.0094806428571427,0.002150882604553,0.0094806428571427,0.002150882604553,-0.0041681357177822,-0.0068534170505704,26,26
9,21,0.9,1.6,-0.4744835864491012,-4.009049592515354,-3.534566006066253,110.0,112.0,2.0,-0.0015437035714285,-0.0138907053122648,-0.0015437035714285,-0.0138907053122648,-0.0068292299122871,-0.0156710745647613,44,44
9,21,0.9,1.8,-0.6976419997478057,-3.9917675637836174,-3.2941255640358116,116.0,111.0,-5.0,-0.0024150535714285,-0.0147616196895458,-0.0024150535714285,-0.0147616196895458,-0.0085300577510991,-0.0170672101906571,44,44
9,21,0.9,2.0,-0.3283175260784258,-3.4251652625699625,-3.0968477364915366,108.0,106.0,-2.0,-0.0012247964285715,-0.0135719576038443,-0.0012247964285715,-0.0135719576038443,-0.0085199789474734,-0.0164264379909256,44,44
9,21,1.0,1.6,-0.6877381696316024,-4.135119954360643,-3.447381784729041,114.0,114.0,0.0,-0.002292157142857,-0.0146387847018146,-0.002292157142857,-0.0146387847018146,-0.0074793263880564,-0.0169350384619347,44,44
9,21,1.0,1.8,-0.9189528199461376,-4.150664904144579,-3.231712084198441,118.0,115.0,-3.0,-0.0032459714285711,-0.015592122137615,-0.0032459714285711,-0.015592122137615,-0.0093723243151331,-0.0184119505642187,44,44
9,21,1.0,2.0,-0.5439700215114377,-3.5857209037346727,-3.041750882223235,111.0,109.0,-2.0,-0.0020557142857139,-0.0144024600519133,-0.0020557142857139,-0.0144024600519133,-0.0093612505037846,-0.0177515646045794,44,44
9,34,0.9,1.6,1.4500503841858507,-1.6005820241127973,-3.050632408298648,37.0,62.0,25.0,0.004696771428571,-0.0054043801753358,0.004696771428571,-0.0054043801753358,-0.0064425275334987,-0.0106459618244078,36,36
9,34,0.9,1.8,1.813087798109041,-1.020430290518637,-2.8335180886276783,18.0,31.0,13.0,0.0063796500000001,-0.0037223429422209,0.0063796500000001,-0.0037223429422209,-0.0064328824440852,-0.0106299424543735,36,36
9,34,0.9,2.0,2.221021493110338,-0.5321100868115696,-2.7531315799219076,5.0,17.0,12.0,0.0080625285714286,-0.0020403057091046,0.0080625285714286,-0.0020403057091046,-0.0064232661907726,-0.0106139712217744,36,36
9,34,1.0,1.6,1.1299047343748678,-1.849469461463912,-2.97937419583878,57.0,73.0,16.0,0.0037227428571429,-0.0063779217909205,0.0037227428571429,-0.0063779217909205,-0.0071601445755687,-0.0113682982297262,36,36
9,34,1.0,1.8,1.513866321338319,-1.2649183710882443,-2.778784692426563,32.0,47.0,15.0,0.0054056214285713,-0.0046958845578054,0.0054056214285713,-0.0046958845578054,-0.0071494224812735,-0.0113511876630325,36,36
9,34,1.0,2.0,1.925567975640656,-0.7752250143889098,-2.7007929900295657,14.0,25.0,11.0,0.0070885,-0.0030138473246892,0.0070885,-0.0030138473246892,-0.0071387324509702,-0.0113341285255846,36,36
9,55,0.9,1.6,1.9686567052402184,-1.0451008497580725,-3.013757554998291,12.0,33.0,21.0,0.0065617964285715,-0.0035545540759347,0.0065617964285715,-0.0035545540759347,-0.0053314623805198,-0.0088024968117716,36,36
9,55,0.9,1.8,1.6834997504832514,-1.0223800248583874,-2.705879775341639,27.0,32.0,5.0,0.0062289964285715,-0.0038871876959032,0.0062289964285715,-0.0038871876959032,-0.0070952183667851,-0.0107396206161488,36,36
9,55,0.9,2.0,2.084827886162087,-0.5742316101902678,-2.659059496352355,10.0,19.0,9.0,0.0078620892857148,-0.0022549112872032,0.0078620892857148,-0.0022549112872032,-0.0070838030457156,-0.010722239354747,36,36
9,55,1.0,1.6,1.7438526412586364,-1.2408004689145438,-2.98465311017318,23.0,44.0,21.0,0.0058613785714285,-0.0042546217661739,0.0058613785714285,-0.0042546217661739,-0.0057653294956215,-0.0092399291128119,36,36
9,55,1.0,1.8,1.46086393315895,-1.2168811723638515,-2.6777451055228014,36.0,43.0,7.0,0.0054499428571428,-0.0046658517872889,0.0054499428571428,-0.0046658517872889,-0.0076065314317487,-0.0112549253338654,36,36
9,55,1.0,2.0,1.863092796918809,-0.767631165855278,-2.630723962774087,16.0,24.0,8.0,0.0070830357142859,-0.003033575378589,0.0070830357142859,-0.003033575378589,-0.0075942903015439,-0.0112367053442387,36,36
9,89,0.9,1.6,0.1065172844231042,-2.1326899509213155,-2.23920723534442,102.0,84.0,-18.0,0.0002446142857144,-0.0053915625067513,0.0002446142857144,-0.0053915625067513,-0.003756347965069,-0.0077303857176906,20,20
9,89,0.9,1.8,0.4112890825357195,-1.7976882731791346,-2.208977355714854,92.0,69.0,-23.0,0.0009947714285716,-0.0046417803974562,0.0009947714285716,-0.0046417803974562,-0.0037547454055339,-0.007356975590301,20,20
9,89,0.9,2.0,0.6962194360766965,-1.4392812433439028,-2.1355006794205993,80.0,54.0,-26.0,0.0017449285714288,-0.0038919982881612,0.0017449285714288,-0.0038919982881612,-0.0037531442128062,-0.0071629195956532,20,20
9,89,1.0,1.6,-0.1323349616480402,-2.290962378854377,-2.158627417206337,106.0,89.0,-17.0,-0.0003304571428569,-0.0059663464341129,-0.0003304571428569,-0.0059663464341129,-0.0040769957991925,-0.0083038180397974,20,20
9,89,1.0,1.8,0.1715445587924828,-1.963566885016014,-2.135111443808497,101.0,78.0,-23.0,0.0004197000000003,-0.0052165643248179,0.0004197000000003,-0.0052165643248179,-0.0040752564426278,-0.0079301915891264,20,20
9,89,1.0,2.0,0.4576802393877294,-1.6095454343861413,-2.0672256737738706,90.0,63.0,-27.0,0.0011698571428571,-0.0044667822155231,0.0011698571428571,-0.0044667822155231,-0.0040735185695431,-0.007735816104189,20,20
11,21,0.9,1.6,0.2015408131529906,-3.018283313641069,-3.2198241267940597,99.0,100.0,1.0,0.000642989285714,-0.010597316170349,0.000642989285714,-0.010597316170349,-0.0064945747113619,-0.0126883950927938,40,40
11,21,0.9,1.8,-0.0264880929410251,-3.0634318595921384,-3.036943766651113,105.0,101.0,-4.0,-0.0001092535714284,-0.0113491829511976,-0.0001092535714284,-0.0113491829511976,-0.0071952485640897,-0.0127038828896935,40,40
11,21,0.9,2.0,0.3334861920170119,-2.574088680550178,-2.90757487256719,96.0,97.0,1.0,0.001200110714286,-0.0100404732690646,0.001200110714286,-0.0100404732690646,-0.007185906274246,-0.011962672529572,40,40
11,21,1.0,1.6,0.5692472062106667,-2.511902055054757,-3.0811492612654234,85.0,95.0,10.0,0.0019524142857141,-0.0092885458042836,0.0019524142857141,-0.0092885458042836,-0.007190786251383,-0.0137939157679505,40,40
11,21,1.0,1.8,0.3520710541228301,-2.4984243863517923,-2.8504954404746226,94.0,94.0,0.0,0.001313742857143,-0.0099268979354605,0.001313742857143,-0.0099268979354605,-0.0079693188742268,-0.0138883946160202,40,40
11,21,1.0,2.0,0.7174614328247358,-2.010280837527186,-2.727742270351922,78.0,79.0,1.0,0.0028191428571429,-0.0084222505451364,0.0028191428571429,-0.0084222505451364,-0.0079574507850699,-0.0129710414336087,40,40
11,34,0.9,1.6,0.666134629942544,-2.136233632853996,-2.80236826279654,81.0,85.0,4.0,0.0020717571428572,-0.0069112651114086,0.0020717571428572,-0.0069112651114086,-0.0055548416654422,-0.0089228276370599,32,32
11,34,0.9,1.8,0.9850421564376426,-1.5639039414035272,-2.5489460978411698,66.0,59.0,-7.0,0.0033976285714285,-0.0055860565389991,0.0033976285714285,-0.0055860565389991,-0.0055475423177417,-0.0091368671489669,32,32
11,34,0.9,2.0,1.3487460393394342,-1.160690366622971,-2.509436405962405,43.0,40.0,-3.0,0.0047234999999996,-0.0042608479665893,0.0047234999999996,-0.0042608479665893,-0.005540262128303,-0.0088992885865871,32,32
11,34,1.0,1.6,0.3572132511791509,-2.3790963477283684,-2.7363095989075195,93.0,91.0,-2.0,0.0011234000000002,-0.0078591481325954,0.0011234000000002,-0.0078591481325954,-0.0061716620381061,-0.009546065052051,32,32
11,34,1.0,1.8,0.7016895380213182,-1.7985558033195443,-2.5002453413408627,79.0,70.0,-9.0,0.0024492714285715,-0.0065339395601859,0.0024492714285715,-0.0065339395601859,-0.0061635495127997,-0.0097592089282149,32,32
11,34,1.0,2.0,1.0644482190969822,-1.3967576654217464,-2.4612058845187286,62.0,52.0,-10.0,0.0037751428571426,-0.0052087309877761,0.0037751428571426,-0.0052087309877761,-0.0061554582869972,-0.0095208736705855,32,32
11,55,0.9,1.6,0.8495119240165723,-2.1436746712823336,-2.993186595298906,74.0,86.0,12.0,0.0023143357142856,-0.0061176093147106,0.0023143357142856,-0.0061176093147106,-0.0037651519657558,-0.0078052371084126,30,30
11,55,0.9,1.8,0.3171984793596962,-2.452670224148847,-2.769868703508543,97.0,93.0,-4.0,0.0009148678571431,-0.0075163775218937,0.0009148678571431,-0.0075163775218937,-0.0036139479794522,-0.0089661994928839,30,30
11,55,0.9,2.0,0.6546139646540886,-2.0410059636710214,-2.69561992832511,82.0,80.0,-2.0,0.0019345964285713,-0.0064971587535667,0.0019345964285713,-0.0064971587535667,-0.0034538909629314,-0.0082807584327948,30,30
11,55,1.0,1.6,1.6154125961374175,-1.0192334755317267,-2.6346460716691444,30.0,30.0,0.0,0.0051217714285716,-0.0033115771498357,0.0051217714285716,-0.0033115771498357,-0.0029641162324745,-0.0054488524127136,30,30
11,55,1.0,1.8,1.175878368369936,-1.3258993755738653,-2.5017777439438014,52.0,50.0,-2.0,0.0039001357142856,-0.0045326021195631,0.0039001357142856,-0.0045326021195631,-0.003132805549555,-0.005986782795359,30,30
11,55,1.0,2.0,1.5481967250270436,-0.9219264777379164,-2.47012320276496,31.0,27.0,-4.0,0.0051944642857142,-0.0032389206347601,0.0051944642857142,-0.0032389206347601,-0.0031317571567789,-0.0050283697109122,30,30
11,89,0.9,1.6,0.3096857479300548,-1.8705398023750068,-2.1802255503050616,98.0,74.0,-24.0,0.0007562857142857,-0.0048655673831943,0.0007562857142857,-0.0048655673831943,-0.0023025714285713,-0.0048655673831943,20,20
11,89,0.9,1.8,0.5959431371618058,-1.4068700090035309,-2.0028131461653365,84.0,53.0,-31.0,0.0015915857142856,-0.0040306849830757,0.0015915857142856,-0.0040306849830757,-0.0023025714285713,-0.0046064015737714,20,20
11,89,0.9,2.0,0.8922437565853616,-1.1035124644261536,-1.9957562210115152,72.0,38.0,-34.0,0.0024268857142855,-0.0031958025829581,0.0024268857142855,-0.0031958025829581,-0.0023025714285713,-0.0043740820633969,20,20
11,89,1.0,1.6,1.1085447717880212,-0.9844525549076018,-2.092997326695623,60.0,28.0,-32.0,0.0029191499999998,-0.0027037843998509,0.0029191499999998,-0.0027037843998509,-0.0018382188178347,-0.0035980406772208,20,20
11,89,1.0,1.8,1.3098254889270746,-0.5324086428626443,-1.842234131789719,48.0,18.0,-30.0,0.0039504857142858,-0.0016729642915421,0.0039504857142858,-0.0016729642915421,-0.0018374335116136,-0.0032621899569086,20,20
11,89,1.0,2.0,1.6278113652606854,-0.1970560198057313,-1.8248673850664168,29.0,11.0,-18.0,0.0049818214285715,-0.0006421441832336,0.0049818214285715,-0.0006421441832336,-0.0018366488760882,-0.0033912716755432,20,20
13,21,0.9,1.6,1.1705126713434568,-1.9482678072440367,-3.1187804785874933,53.0,76.0,23.0,0.0039048749999996,-0.006766590203207,0.0039048749999996,-0.006766590203207,-0.0064387362915118,-0.0110291210204303,38,38
13,21,0.9,1.8,0.9303386767879532,-1.9570959489634807,-2.887434625751434,70.0,77.0,7.0,0.0033380035714287,-0.0073331782300766,0.0033380035714287,-0.0073331782300766,-0.0071359357449265,-0.0115549637578344,38,38
13,21,0.9,2.0,1.300680764788678,-1.4923228033726306,-2.793003568161309,49.0,55.0,6.0,0.0048327392857143,-0.0058391897939635,0.0048327392857143,-0.0058391897939635,-0.0071253963429814,-0.0115377997284067,38,38
13,21,1.0,1.6,0.8449807986472926,-2.2014183406729124,-3.0463991393202052,75.0,87.0,12.0,0.0028634928571427,-0.0078074517174758,0.0028634928571427,-0.0078074517174758,-0.0071455904910247,-0.01206663085215,38,38
13,21,1.0,1.8,0.610852112982185,-2.2235680371980453,-2.83442015018023,83.0,88.0,5.0,0.0022141571428573,-0.0084564628028643,0.0022141571428573,-0.0084564628028643,-0.0079236022874875,-0.0123486135259055,38,38
13,21,1.0,2.0,0.9872900508337326,-1.7557073251909845,-2.742997376024717,65.0,68.0,3.0,0.0037088928571431,-0.0069624743667514,0.0037088928571431,-0.0069624743667514,-0.0079118957206156,-0.0123302645630893,38,38
13,34,0.9,1.6,1.0934326264373997,-1.5954357156778485,-2.6888683421152484,61.0,61.0,0.0,0.0033679107142856,-0.0050622085389966,0.0033679107142856,-0.0050622085389966,-0.0044768296453088,-0.0072861069582331,30,30
13,34,0.9,1.8,1.3646775608809552,-1.0570072663085606,-2.421684827189516,42.0,35.0,-7.0,0.0046968107142857,-0.0037339729092628,0.0046968107142857,-0.0037339729092628,-0.0044709346727116,-0.0075026126046648,30,30
13,34,0.9,2.0,1.7216899801962318,-0.6602753490923512,-2.381965329288583,24.0,21.0,-3.0,0.0060257107142855,-0.0024057372795284,0.0060257107142855,-0.0024057372795284,-0.0044650552043913,-0.0072668459397832,30,30
13,34,1.0,1.6,0.8187887490082753,-1.8072549341173851,-2.62604368312566,76.0,71.0,-5.0,0.0025608785714283,-0.0058688372142039,0.0025608785714283,-0.0058688372142039,-0.0049733777244457,-0.0077882166181914,30,30
13,34,1.0,1.8,1.1160561643883933,-1.261957640810456,-2.378013805198849,58.0,46.0,-12.0,0.0038897785714284,-0.0045406015844701,0.0038897785714284,-0.0045406015844701,-0.0049668269103673,-0.0080040092181404,30,30
13,34,1.0,2.0,1.472578654765945,-0.8674233540362547,-2.3400020088021996,35.0,26.0,-9.0,0.0052186785714285,-0.0032123659547353,0.0052186785714285,-0.0032123659547353,-0.0049602933307389,-0.0077676219927889,30,30
13,55,0.9,1.6,1.4307333715570416,-1.0602489865478626,-2.490982358104904,38.0,36.0,-2.0,0.0041341035714281,-0.0031905542323105,0.0041341035714281,-0.0031905542323105,-0.0032999988275976,-0.0061309123265048,26,26
13,55,0.9,1.8,1.7693666959146532,-0.6210467089563463,-2.3904134048709995,20.0,20.0,0.0,0.0053723035714285,-0.0019529732580189,0.0053723035714285,-0.0019529732580189,-0.0031397923256714,-0.0059675154167962,26,26
13,55,0.9,2.0,1.2564332723781897,-1.0520616930778357,-2.3084949654560254,50.0,34.0,-16.0,0.0038525,-0.0034720170188499,0.0038525,-0.0034720170188499,-0.0033034282249559,-0.0066317984698833,26,26
13,55,1.0,1.6,2.140884681471452,-0.0721614730017139,-2.2130461544731657,8.0,10.0,2.0,0.0070680999999996,-0.0002580246259136,0.0070680999999996,-0.0002580246259136,-0.0029103476381744,-0.0036500619765748,26,26
13,55,1.0,1.8,2.5145702718495087,0.3686274237494579,-2.145942848100051,2.0,5.0,3.0,0.0085771928571423,0.0012503137753459,0.0085771928571423,0.0012503137753459,-0.0029076882442596,-0.0034869256023606,26,26
13,55,1.0,2.0,2.113834450685365,-0.0210718019333014,-2.1349062526186664,9.0,9.0,0.0,0.0072331785714285,-9.302858386639468e-05,0.0072331785714285,-9.302858386639468e-05,-0.0035776901598424,-0.0052601373325336,26,26
13,89,0.9,1.6,0.8522157900054453,-0.7462210681784517,-1.598436858183897,73.0,23.0,-50.0,0.0017710857142856,-0.0016089732223059,0.0017710857142856,-0.0016089732223059,-0.002799816958016,-0.0039407501305013,12,12
13,89,0.9,1.8,1.111330914476284,-0.4733584737639629,-1.5846893882402469,59.0,16.0,-43.0,0.0023322857142855,-0.001048053788634,0.0023322857142855,-0.001048053788634,-0.0027991673840667,-0.0039398350286192,12,12
13,89,0.9,2.0,1.3294707403147965,-0.2114656845274283,-1.5409364248422248,47.0,12.0,-35.0,0.0028934857142857,-0.0004871343549621,0.0028934857142857,-0.0004871343549621,-0.0027985181114573,-0.0039389203516396,12,12
13,89,1.0,1.6,1.7669588362914173,0.2797330562927373,-1.4872257799986799,21.0,6.0,-15.0,0.0040174928571425,0.0006363108517637,0.0040174928571425,0.0006363108517637,-0.002996196027958,-0.0041345189906283,12,12
13,89,1.0,1.8,1.9026199076296413,0.5571534512099225,-1.3454664564197187,15.0,2.0,-13.0,0.0047747285714283,0.0013931679936267,0.0047747285714283,0.0013931679936267,-0.0029949179937519,-0.0041327538154872,12,12
13,89,1.0,2.0,2.1449088281771727,0.8214448325697178,-1.323463995607455,7.0,1.0,-6.0,0.0055319642857138,0.0021500251354895,0.0055319642857138,0.0021500251354895,-0.0029936410493777,-0.0041309901469365,12,12
